Accession_no	 Year	 root-tip dist	 Cluster_no	 NumberofNs	 
JF937631.1	2009	0.5698	3	0	
HQ705617.1	2009	0.5698	3	0	
HQ166030.1	2009	0.5698	3	0	
KF921913.1	2009	0.57035	3	0	
HM181973.1	2009	0.57035	3	0	
JN000938.1	2010	0.56911	3	0	
GQ199860.1	2008	0.5665	3	0	
FJ898476.1	2008	0.56595	3	0	
KF955490.1	2008	0.56614	3	0	
JF920400.1	2009	0.56678	3	0	
HQ541795.1	2009	0.56717	3	0	
HQ166033.1	2009	0.56717	3	0	
HM756279.1	2009	0.56652	3	0	
HQ541796.1	2009	0.56652	3	0	
KF971705.1	2009	0.56683	21	17	
HQ671177.1	2009	0.56815	3	0	
HQ705612.1	2009	0.56815	3	0	
JF920395.1	2009	0.5676	3	0	
JF920393.1	2009	0.56925	3	0	
HQ166031.1	2009	0.56925	3	0	
HQ166032.1	2009	0.56925	3	0	
HM756277.1	2009	0.56925	3	0	
HM756278.1	2009	0.56815	3	0	
KF973478.1	2012	0.56901	3	0	
KF973477.1	2011	0.56972	3	0	
KF973486.1	2012	0.57075	3	0	
KF973480.1	2012	0.57057	3	0	
KF973481.1	2011	0.56991	3	0	
KF973484.1	2011	0.57046	3	0	
KF973482.1	2011	0.57046	3	0	
HM631857.1	2009	0.56766	3	0	
KF921916.1	2009	0.56821	3	0	
HQ541797.1	2009	0.56825	3	0	
HQ891025.1	2009	0.56756	3	0	
HM631869.1	2009	0.56756	3	0	
HQ705614.1	2009	0.56756	3	0	
JF937625.1	2010	0.56812	3	0	
JF937629.1	2010	0.56811	3	0	
HQ705616.1	2009	0.56811	3	0	
JF937623.1	2010	0.56866	3	0	
JF937628.1	2010	0.56937	3	0	
JF937626.1	2010	0.56948	3	0	
HQ705619.1	2009	0.56866	3	0	
HQ705611.1	2009	0.56921	3	0	
HQ705623.1	2009	0.56949	3	0	
KF921920.1	2009	0.56866	3	0	
JF937624.1	2010	0.56876	3	0	
KF921921.1	2009	0.56925	3	0	
HM181974.1	2009	0.56925	3	0	
HM181976.1	2009	0.5687	3	0	
JF920399.1	2009	0.56834	3	0	
JF937633.1	2010	0.56823	3	0	
HM181978.1	2009	0.56963	3	0	
KF973479.1	2012	0.57103	3	0	
HM756282.1	2009	0.5687	3	0	
HQ541802.1	2009	0.56815	3	0	
JF920401.1	2010	0.56813	3	0	
HQ705622.1	2009	0.56705	3	0	
KF971704.1	2009	0.56705	18	22	
HM631864.1	2009	0.56709	3	0	
JF937643.1	2009	0.56709	3	0	
JN000936.1	2009	0.56704	3	0	
HQ671178.1	2009	0.56714	3	0	
HQ541785.1	2009	0.56769	3	0	
HQ705615.1	2009	0.56769	3	0	
HQ541790.1	2008	0.56654	3	0	
FJ850048.1	2008	0.56654	3	0	
JF920409.1	2010	0.56647	3	0	
KF971702.1	2009	0.56659	18	18	
JF937620.1	2010	0.56649	3	0	
HM756276.1	2009	0.56812	3	0	
KF921919.1	2009	0.56829	3	0	
JF920396.1	2009	0.56757	3	0	
HM756281.1	2009	0.56812	3	0	
HQ705609.1	2009	0.56812	3	0	
HM631863.1	2009	0.56812	3	0	
JN093514.1	2009	0.56993	3	0	
HM181977.1	2009	0.5703	3	0	
HQ541806.1	2009	0.5714	3	0	
HM631858.1	2009	0.5714	3	0	
HM631860.1	2009	0.57085	3	0	
HM631862.1	2009	0.56975	3	0	
HM631856.1	2009	0.56865	3	0	
GQ199862.1	2008	0.56592	3	0	
JF937636.1	2009	0.56637	3	0	
HM181972.1	2009	0.56521	3	0	
GQ199871.1	2008	0.56534	3	0	
KF973476.1	2011	0.56833	3	0	
HQ705620.1	2009	0.56743	3	0	
JF937638.1	2010	0.5679	3	0	
FJ873813.1	2008	0.56737	3	0	
GQ199864.1	2008	0.56737	3	0	
GQ199861.1	2008	0.56792	3	0	
FJ850049.1	2008	0.56902	3	0	
HQ541791.1	2008	0.56902	3	0	
HQ541789.1	2008	0.56847	3	0	
GQ199865.1	2009	0.56839	3	0	
JF920397.1	2010	0.57152	3	0	
JN000937.1	2010	0.57205	3	0	
JF937622.1	2010	0.57205	3	0	
HM631859.1	2009	0.5715	3	0	
JF937647.1	2009	0.57203	3	0	
JN093517.1	2009	0.57389	3	0	
HQ705621.1	2009	0.57068	3	0	
JF920394.1	2009	0.5704	3	0	
HM756280.1	2009	0.5715	3	0	
KF971695.1	2009	0.57159	21	83	
HM756275.1	2009	0.57095	3	0	
JF920407.1	2009	0.5715	3	0	
JF937648.1	2010	0.57289	3	0	
JF937627.1	2010	0.57344	3	0	
JN093515.1	2010	0.57344	3	0	
HM181975.1	2009	0.57315	3	0	
HM631861.1	2009	0.57315	3	0	
KF971699.1	2009	0.5731	10	15	
HQ671176.1	2009	0.57394	3	0	
HQ166034.1	2009	0.57254	3	0	
JF920403.1	2009	0.5715	3	0	
KF921929.1	2010	0.57146	3	0	
JF920402.1	2009	0.56985	3	0	
JN093513.1	2010	0.56944	3	0	
GQ199863.1	2008	0.56629	3	0	
KF971696.1	2009	0.5661	21	14	
KF971709.1	2009	0.5663	3	1	
JF937632.1	2009	0.56713	3	0	
FJ024470.1	2004	0.56035	3	0	
FJ850056.1	2004	0.5609	3	0	
EU529704.1	2004	0.5609	3	0	
EU529703.1	1998	0.5609	3	0	
FJ024471.1	2004	0.56119	3	0	
FJ898474.1	2007	0.56326	3	0	
JF808119.1	2004	0.56073	3	0	
FJ898447.1	2003	0.56082	3	0	
FJ850080.1	2003	0.56082	3	0	
FJ850086.1	2005	0.5613	3	0	
HQ235027.1	2007	0.56405	3	0	
FJ850094.1	2008	0.56465	3	0	
FJ850083.1	2004	0.56209	3	0	
FJ850089.1	2006	0.56294	3	0	
FJ850092.1	2007	0.56322	3	0	
EU529691.1	2001	0.55901	3	0	
FJ024467.1	2004	0.56253	3	0	
FJ390372.1	2003	0.5623	3	0	
FJ182006.1	2004	0.56201	3	0	
FJ024469.1	2004	0.56201	3	0	
FJ024468.1	2004	0.56198	3	0	
FJ182038.1	2005	0.563	3	0	
FJ182008.1	2005	0.56308	3	0	
EU482555.1	2006	0.56383	3	0	
EU529696.1	1999	0.56428	3	0	
EU482564.1	2003	0.56483	3	0	
EU529692.1	2006	0.56483	3	0	
FJ898462.1	2001	0.55948	3	0	
FJ898464.1	2002	0.56069	3	0	
GQ868617.1	2002	0.56237	3	0	
FJ898459.1	2002	0.56225	3	0	
KF955505.1	2002	0.56472	3	0	
KF955473.1	2002	0.56633	3	0	
JF808118.1	2002	0.56252	3	0	
FJ898463.1	2001	0.56023	3	0	
GQ868616.1	2001	0.5608	3	0	
EF629366.1	2007	0.56165	3	0	
EF629368.1	2007	0.56168	3	0	
GU131866.1	2007	0.56334	3	0	
GU131873.1	2007	0.56255	3	0	
JF808129.1	2003	0.56212	3	0	
JX669505.1	2006	0.56223	3	0	
JX669500.1	2005	0.56221	3	0	
EF629369.1	2007	0.55927	3	0	
JX669508.1	2006	0.56441	3	0	
JX669504.1	2006	0.56441	3	0	
JX669494.1	2005	0.56439	3	0	
JX669502.1	2005	0.56494	3	0	
JX669496.1	2006	0.56494	3	0	
JX669491.1	2002	0.56193	3	0	
JX669489.1	2003	0.56156	3	0	
JX669501.1	2005	0.56331	3	0	
GU131877.1	2007	0.56543	3	0	
KC425219.1	2002	0.56301	3	0	
EF643017.1	2007	0.56365	3	0	
GU131871.1	2007	0.56624	3	0	
GU131865.1	2006	0.56681	3	0	
GU131861.1	2007	0.56679	3	0	
GU131849.1	2006	0.56653	3	0	
GQ868546.1	2006	0.56778	3	0	
GU131852.1	2006	0.56778	3	0	
GU131869.1	2007	0.56778	3	0	
GU131846.1	2006	0.56778	3	0	
GU131845.1	2006	0.56888	3	0	
GU131853.1	2006	0.56888	3	0	
GQ868547.1	2006	0.56953	3	0	
GU131872.1	2007	0.57047	3	0	
GU131876.1	2007	0.57008	3	0	
GU131860.1	2006	0.56953	3	0	
GU131854.1	2006	0.56953	3	0	
GU131859.1	2006	0.56833	3	0	
GU131847.1	2006	0.56833	3	0	
GU131851.1	2006	0.56909	3	0	
GU131855.1	2006	0.56943	3	0	
GU131848.1	2006	0.56943	3	0	
GQ868548.1	2006	0.56778	3	0	
GU131857.1	2006	0.56778	3	0	
GU131858.1	2006	0.56579	3	0	
GU131867.1	2007	0.56634	3	0	
GU131862.1	2007	0.56634	3	0	
GU131850.1	2006	0.56634	3	0	
GU131875.1	2007	0.56583	3	0	
GU131870.1	2007	0.56608	3	0	
JX669490.1	2002	0.56028	3	0	
JF808126.1	2003	0.5622	3	0	
EF629367.1	2007	0.56321	3	0	
JF808128.1	2003	0.56193	3	0	
JX669495.1	2004	0.56248	3	0	
GU131868.1	2007	0.56605	3	0	
JF808124.1	2003	0.56405	3	0	
JX669499.1	2004	0.56165	3	0	
JF808125.1	2002	0.5623	3	0	
JF808127.1	2002	0.56138	3	0	
JX669498.1	2004	0.56211	3	0	
GU131878.1	2007	0.56706	3	0	
JF808120.1	2009	0.56851	3	0	
GU131874.1	2007	0.56626	3	0	
GU131844.1	2006	0.5666	3	0	
GU131856.1	2006	0.5666	3	0	
JF808121.1	2007	0.56624	3	0	
JF808122.1	2003	0.56478	3	0	
FJ898446.1	2001	0.56257	3	0	
FJ913015.1	2001	0.56257	3	0	
JF808123.1	2002	0.56248	3	0	
FJ177308.1	2001	0.56419	3	0	
AY679147.1	2004	0.56066	3	0	
JX669497.1	2005	0.56081	3	0	
JX669506.1	2006	0.56276	3	0	
JX669507.1	2006	0.56287	3	0	
JX669493.1	2005	0.56208	3	0	
JX669492.1	2005	0.56208	3	0	
JX669503.1	2005	0.56208	3	0	
FJ547083.1	2002	0.55938	3	0	
AY099337.1	2002	0.55771	3	0	
FJ898440.1	2003	0.55982	3	0	
FJ898442.1	2007	0.56429	3	0	
FJ898441.1	2006	0.56331	3	0	
EU482596.1	1998	0.55696	3	0	
EU687226.1	1999	0.55938	3	0	
FJ547076.1	2000	0.55918	3	0	
EU529699.1	2006	0.55816	3	0	
GU131951.1	2003	0.56713	3	0	
FJ639763.1	2001	0.56496	3	0	
FJ373303.1	2001	0.56534	3	0	
EU529688.1	2001	0.5634	3	0	
EU529687.1	2001	0.56395	3	0	
FJ639766.1	2001	0.56644	3	0	
FJ639800.1	2004	0.56886	3	0	
FJ639791.1	2004	0.56866	3	0	
FJ639803.1	2005	0.57023	3	0	
KF955471.1	2004	0.57023	3	0	
FJ898472.1	2003	0.56791	3	0	
FJ639789.1	2004	0.5692	3	0	
FJ639805.1	2005	0.56959	3	0	
FJ639790.1	2004	0.56874	3	0	
EU569691.1	2001	0.5669	3	0	
GU131950.1	2001	0.56731	3	0	
GQ199891.1	2001	0.56731	3	0	
GQ868575.1	2004	0.57002	3	0	
GQ868573.1	2003	0.57003	3	0	
GU131953.1	2004	0.5707	3	0	
FJ898443.1	2003	0.57036	3	0	
GU131952.1	2003	0.57036	3	0	
GQ868572.1	2003	0.56937	3	0	
GQ868571.1	2002	0.56789	3	0	
FJ898445.1	2007	0.57124	3	0	
GQ868574.1	2003	0.56893	3	0	
EU529690.1	2001	0.56665	3	0	
FJ882578.1	2001	0.56658	3	0	
FJ639787.1	2004	0.56865	3	0	
FJ639807.1	2005	0.5694	3	0	
FJ639801.1	2004	0.5693	3	0	
FJ639781.1	2003	0.56939	3	0	
FJ639785.1	2003	0.57013	3	0	
EU854291.1	2004	0.57087	3	0	
FJ639795.1	2004	0.5707	3	0	
EU569688.1	2001	0.56679	3	0	
FJ639756.1	2001	0.56669	3	0	
KF955487.1	2001	0.56724	3	0	
FJ182015.1	2001	0.56724	3	0	
FJ850079.1	2003	0.56901	3	0	
FJ639786.1	2003	0.5694	3	0	
FJ639798.1	2004	0.57004	3	0	
FJ898444.1	2005	0.57052	3	0	
GQ868576.1	2005	0.57052	3	0	
FJ639792.1	2004	0.56959	3	0	
KF955454.1	2013	0.5703	3	0	
GU131954.1	2006	0.57153	3	0	
FJ898470.1	2001	0.56724	3	0	
FJ639761.1	2001	0.5678	3	0	
FJ898469.1	2001	0.56779	3	0	
GQ252678.1	2001	0.56679	3	0	
EU569689.1	2001	0.56781	3	0	
EU660420.1	2001	0.56781	3	0	
FJ639817.1	2006	0.57347	3	0	
FJ639799.1	2004	0.57254	3	0	
KF955472.1	2004	0.57254	3	0	
FJ639810.1	2005	0.57488	3	0	
FJ547085.1	2006	0.57645	3	0	
GQ868587.1	2007	0.57745	3	0	
EU932688.1	2007	0.578	3	0	
EU932687.1	2007	0.578	3	0	
FJ850111.1	2007	0.5775	3	0	
FJ850109.1	2007	0.5775	3	0	
EU529683.1	2007	0.57747	3	0	
FJ639827.1	2008	0.57812	3	0	
FJ639826.1	2008	0.57812	3	0	
FJ850110.1	2007	0.57766	3	0	
FJ639774.1	2001	0.57156	3	0	
FJ639780.1	2003	0.57156	3	0	
EU569690.1	2001	0.57032	3	0	
FJ373304.1	2004	0.57169	3	0	
EU529686.1	2001	0.569	3	0	
FJ639778.1	2002	0.5705	3	0	
FJ639765.1	2001	0.56887	3	0	
FJ850097.1	2001	0.56942	3	0	
FJ639769.1	2001	0.56942	3	0	
FJ639762.1	2001	0.56834	3	0	
FJ882577.1	2001	0.56844	3	0	
GQ868578.1	2007	0.57498	3	0	
GQ868577.1	2005	0.57275	3	0	
EU482613.1	2001	0.57001	3	0	
EU529689.1	2001	0.57001	3	0	
FJ639784.1	2003	0.57181	3	0	
FJ639804.1	2005	0.57367	3	0	
FJ639782.1	2003	0.57236	3	0	
EU529684.1	2001	0.57096	3	0	
FJ639759.1	2001	0.57063	3	0	
FJ639772.1	2007	0.57063	3	0	
KF955453.1	2013	0.57099	3	0	
FJ639816.1	2005	0.57314	3	0	
FJ639793.1	2004	0.57128	3	0	
FJ639757.1	2001	0.56801	3	0	
FJ639779.1	2003	0.56918	3	0	
KF955451.1	2013	0.57115	3	0	
KF955486.1	2001	0.56745	3	0	
FJ639767.1	2001	0.56499	3	0	
FJ850096.1	2001	0.56553	3	0	
EU482612.1	2001	0.56544	3	0	
FJ639750.1	2000	0.56334	3	0	
FJ639752.1	2001	0.56385	3	0	
FJ639753.1	2001	0.5644	3	0	
FJ639751.1	2001	0.56495	3	0	
FJ639754.1	2001	0.5655	3	0	
FJ639755.1	2001	0.5655	3	0	
FJ744700.1	2001	0.56334	3	0	
FJ639775.1	2002	0.56473	3	0	
FJ898473.1	2003	0.56528	3	0	
FJ639776.1	2002	0.56557	3	0	
FJ639760.1	2001	0.56359	3	0	
KF955449.1	2013	0.56423	3	0	
EU482614.1	2001	0.56423	3	0	
EU529685.1	2001	0.56368	3	0	
FJ639749.1	2000	0.56394	3	0	
FJ639746.1	2000	0.56394	3	0	
KT726340.1	2001	0.56395	3	0	
KT726341.1	2001	0.56395	3	0	
FJ639747.1	2000	0.56449	3	0	
FJ810416.1	2001	0.56506	3	0	
FJ639771.1	2001	0.56552	3	0	
FJ639758.1	2001	0.56524	3	0	
FJ639770.1	2001	0.56492	3	0	
FJ850098.1	2001	0.56472	3	0	
FJ898468.1	2000	0.56339	3	0	
FJ639777.1	2002	0.56363	3	0	
FJ639768.1	2001	0.56212	3	0	
KF955479.1	2001	0.56129	3	0	
FJ639825.1	2006	0.56543	3	0	
HQ332170.1	2006	0.56595	3	0	
HQ332171.1	2006	0.56595	3	0	
KF955481.1	2007	0.56672	3	0	
GQ868586.1	2007	0.56672	3	0	
FJ898471.1	2002	0.56398	3	0	
FJ547069.1	1999	0.55971	3	0	
FJ547070.1	1998	0.55916	3	0	
FJ390375.1	1999	0.55994	3	0	
EU726774.1	1999	0.56049	3	0	
FJ205871.1	1999	0.56049	3	0	
EU687196.1	2002	0.56203	3	0	
FJ410177.1	2000	0.56104	3	0	
FJ547084.1	2002	0.56281	3	0	
FJ410178.1	2002	0.56326	3	0	
FJ390373.1	2002	0.5642	3	0	
FJ410176.1	2000	0.56159	3	0	
EU687221.1	2000	0.56049	3	0	
FJ547077.1	2000	0.56202	3	0	
FJ547071.1	2000	0.56404	3	0	
FJ547079.1	2001	0.56379	3	0	
EU687197.1	2003	0.56564	3	0	
EU854298.1	2002	0.56486	3	0	
EU726772.1	1998	0.56081	3	0	
FJ547078.1	2000	0.56139	3	0	
EU687219.1	1999	0.56096	3	0	
FJ024465.1	2004	0.56475	3	0	
FJ182041.1	2005	0.56467	3	0	
FJ373302.1	2004	0.56645	3	0	
FJ182007.1	2005	0.5676	3	0	
FJ390371.1	2003	0.56673	3	0	
FJ182004.1	2004	0.56766	3	0	
EU529698.1	2006	0.56766	3	0	
FJ850055.1	2004	0.56821	3	0	
FJ182009.1	2005	0.56942	3	0	
EU596494.1	2007	0.57093	3	0	
EU529697.1	2000	0.57136	3	0	
EU596492.1	2007	0.57136	3	0	
EU596493.1	2007	0.57136	3	0	
KF955456.1	2006	0.57137	3	0	
FJ182037.1	2005	0.56997	3	0	
FJ182040.1	2005	0.57052	3	0	
EU482563.1	1998	0.5709	3	0	
FJ182010.1	2005	0.56942	3	0	
FJ024466.1	2004	0.56655	3	0	
FJ182011.1	2005	0.56655	3	0	
EU687198.1	2003	0.56746	3	0	
EU687239.1	2003	0.56686	3	0	
FJ182039.1	2005	0.56761	3	0	
FJ478456.1	2002	0.56578	3	0	
FJ205870.1	2003	0.56578	3	0	
EU687233.1	2002	0.56468	3	0	
FJ547082.1	2001	0.56375	3	0	
EU687218.1	1998	0.56081	3	0	
EU781136.1	1999	0.5621	3	0	
FJ390377.1	1999	0.56302	3	0	
FJ390376.1	1999	0.56356	3	0	
EU781137.1	1999	0.56356	3	0	
EU482566.1	1998	0.56246	3	0	
FJ182013.1	1998	0.56136	3	0	
EU726773.1	1999	0.55997	3	0	
KF955467.1	2000	0.56326	3	0	
EU726769.1	2003	0.56512	3	0	
FJ547074.1	2000	0.56381	3	0	
FJ547075.1	2000	0.5629	3	0	
FJ547073.1	2000	0.5642	3	0	
KF955468.1	2001	0.56466	3	0	
KF955465.1	2000	0.56381	3	0	
FJ547080.1	2001	0.56272	3	0	
KF955466.1	2000	0.56191	3	0	
FJ547072.1	2000	0.56161	3	0	
EU726768.1	2000	0.56161	3	0	
EU687234.1	2002	0.56339	3	0	
FJ182005.1	2004	0.56413	3	0	
EU529705.1	2004	0.56432	3	0	
EU482595.1	2003	0.56386	3	0	
EU529702.1	2003	0.56451	3	0	
FJ373306.1	2002	0.56366	3	0	
FJ562107.1	2000	0.56106	3	0	
EU726771.1	1998	0.55916	3	0	
EU482558.1	1998	0.55971	3	0	
EU482559.1	1998	0.55971	3	0	
FJ547081.1	2001	0.55782	3	0	
FJ882575.1	1985	0.54505	3	0	
FJ882571.1	1989	0.54975	3	0	
GQ252674.1	1997	0.55432	3	0	
KF955474.1	1989	0.54862	3	0	
JQ411814.1	1989	0.54917	3	0	
KJ160505.1	2014	0.55304	3	0	
JQ922555.1	1966	0.54268	3	0	
DQ863638.1	1973	0.54944	3	0	
KF955476.1	1983	0.54825	3	0	
KF955477.1	1984	0.5488	3	0	
GQ868593.1	1973	0.5488	3	0	
FJ744740.1	2001	0.56416	3	0	
FJ744739.1	2001	0.56361	3	0	
FJ744732.1	2001	0.56642	3	0	
FJ744738.1	2001	0.56807	3	0	
FJ744735.1	2001	0.56807	3	0	
FJ744737.1	2001	0.56752	3	0	
FJ810413.1	2001	0.56697	3	0	
FJ687448.1	2001	0.56587	3	0	
FJ744736.1	2001	0.56587	3	0	
FJ744733.1	2001	0.56697	3	0	
FJ810414.1	2001	0.56697	3	0	
FJ744731.1	2001	0.56697	3	0	
FJ744734.1	2001	0.56697	3	0	
FJ744730.1	2001	0.56477	3	0	
FJ744729.1	2001	0.56422	3	0	
FJ744727.1	2001	0.56422	3	0	
FJ744726.1	2001	0.56477	3	0	
FJ744728.1	2001	0.56477	3	0	
AY676350.1	2004	0.55803	3	0	
AY676351.1	2004	0.55886	3	0	
AY876494.1	1994	0.56088	3	0	
AY676348.1	2004	0.56241	3	0	
EU482460.1	2006	0.57032	3	0	
EU482459.1	2006	0.57065	3	0	
EU660408.1	2006	0.57119	3	0	
FJ562100.1	2007	0.57229	3	0	
FJ547062.1	2007	0.57284	3	0	
JQ045691.1	2011	0.57566	3	0	
JQ045692.1	2011	0.57631	3	0	
JQ045693.1	2011	0.57633	3	1	
FJ461337.1	2008	0.57229	3	0	
FJ432728.1	2007	0.57284	3	0	
KF955457.1	2007	0.57339	3	0	
FJ461329.1	2007	0.57368	3	0	
EU482461.1	2007	0.57019	3	0	
FJ432731.1	2007	0.57103	3	0	
FJ432741.1	2007	0.57297	3	0	
FJ461326.1	2007	0.57286	3	0	
FJ562102.1	2007	0.57184	3	0	
FJ410229.1	2007	0.57184	3	0	
KF955459.1	2008	0.57259	3	0	
FJ547066.1	2008	0.57297	3	0	
FJ547061.1	2007	0.57129	3	0	
FJ461334.1	2008	0.57148	3	0	
JQ045695.1	2011	0.57355	3	0	
JQ045694.1	2011	0.57355	3	0	
KF955458.1	2007	0.57066	3	0	
JQ045687.1	2011	0.57334	3	0	
JQ045688.1	2011	0.57344	3	0	
EU482455.1	2006	0.57139	3	0	
FJ461338.1	2008	0.57149	3	0	
FJ562103.1	2008	0.57165	3	0	
KF955460.1	2008	0.57165	3	0	
FJ461322.1	2008	0.57102	3	0	
JQ045690.1	2011	0.57316	3	0	
JQ045689.1	2011	0.57316	3	0	
EU482458.1	2006	0.5702	3	0	
EU660410.1	2006	0.57086	3	0	
EU482462.1	2007	0.57086	3	0	
EU482453.1	2006	0.5693	3	0	
EU660411.1	2006	0.56969	3	0	
FJ562097.1	2007	0.56932	3	0	
FJ432743.1	2007	0.56968	3	0	
FJ562099.1	2007	0.56968	3	0	
EU660407.1	2006	0.5684	3	0	
FJ432722.1	2007	0.5697	3	0	
EU482452.1	2006	0.57015	3	0	
EU660409.1	2006	0.56932	3	0	
EU482456.1	2006	0.56901	3	0	
KF955461.1	1999	0.5629	3	0	
FJ639727.1	2005	0.56725	3	0	
FJ639724.1	2003	0.56613	3	0	
FJ639726.1	2004	0.56697	3	0	
FJ639713.1	2007	0.5686	3	0	
EU367962.1	2007	0.56929	3	0	
GU189648.1	2009	0.56929	3	0	
GU131918.1	2007	0.56863	3	0	
GU131917.1	2007	0.569	3	0	
GU131914.1	2007	0.57092	3	0	
GU131913.1	2007	0.57092	3	0	
KF955507.1	2007	0.57092	3	0	
KF955508.1	2007	0.57089	3	0	
HM181935.1	2007	0.57037	3	0	
GU131939.1	2007	0.56966	3	0	
FJ639716.1	2008	0.57103	3	0	
FJ639715.1	2008	0.57103	3	0	
KF955464.1	2007	0.5703	3	0	
GU131912.1	2007	0.57078	3	0	
GU131907.1	2006	0.5689	3	0	
GU131934.1	2007	0.56999	3	0	
GU131936.1	2007	0.5711	3	0	
GU131945.1	2007	0.57165	3	0	
GU131938.1	2007	0.5722	3	0	
GU131941.1	2007	0.5722	3	0	
JN368477.1	2007	0.56935	3	0	
FJ639714.1	2007	0.56974	3	0	
GU131904.1	2005	0.56831	3	0	
GU131933.1	2006	0.56852	3	0	
GU131906.1	2003	0.56679	3	0	
FJ639725.1	2003	0.56678	3	0	
GU131946.1	2008	0.57109	3	0	
HM631854.1	2008	0.57225	3	0	
GU131937.1	2007	0.56999	3	0	
FJ639728.1	2005	0.56814	3	0	
JF295012.1	2007	0.57197	3	0	
GQ868628.1	2005	0.56812	3	0	
GQ868629.1	2005	0.56759	3	0	
FJ639729.1	2006	0.56842	3	0	
GU131916.1	2007	0.56816	3	0	
GU131905.1	2008	0.56816	3	0	
GU131915.1	2007	0.56967	3	0	
GU131903.1	2008	0.57057	3	0	
FJ639712.1	2007	0.57013	3	0	
GU131942.1	2007	0.57023	3	0	
FJ639730.1	2006	0.56807	3	0	
FJ639731.1	2007	0.56862	3	0	
GU131935.1	2007	0.56892	3	0	
GQ868634.1	2006	0.56842	3	0	
HM181933.1	2006	0.56897	3	0	
GU131911.1	2006	0.56952	3	0	
GU131909.1	2006	0.56952	3	0	
HM181934.1	2006	0.56897	3	0	
GU131910.1	2006	0.56897	3	0	
GU131940.1	2007	0.56993	3	0	
GU131908.1	2006	0.56897	3	0	
KF955506.1	2007	0.57127	3	0	
GU131943.1	2007	0.57203	3	0	
GU131944.1	2007	0.57202	3	0	
KF955333.1	2005	0.56736	3	0	
EU482457.1	2006	0.56788	3	0	
EU482454.1	2006	0.5697	3	0	
AY676349.1	2004	0.56448	3	0	
GQ868626.1	2001	0.56664	3	0	
GQ868627.1	2002	0.56731	3	0	
FJ639723.1	2003	0.5673	3	0	
FJ639719.1	2000	0.56559	3	0	
FJ639720.1	2001	0.56576	3	0	
KF955332.1	2000	0.56714	3	0	
FJ639721.1	2002	0.56828	3	0	
FJ639722.1	2002	0.56819	3	0	
KF955463.1	2001	0.56832	3	0	
KF955462.1	2001	0.56783	3	0	
JN406514.1	1998	0.56419	3	0	
AY923865.1	1994	0.56169	3	0	
KJ737429.1	1994	0.56132	3	0	
DQ675524.1	1998	0.56434	3	0	
DQ675525.1	1998	0.56434	3	0	
DQ675523.1	1998	0.56599	3	0	
DQ675521.1	1998	0.56599	3	0	
DQ675528.1	1998	0.56608	3	0	
DQ675530.1	1998	0.56544	3	0	
DQ675529.1	1998	0.56599	3	0	
DQ675532.1	1998	0.56599	3	0	
DQ675527.1	1998	0.56544	3	0	
DQ675526.1	1998	0.56489	3	0	
DQ675531.1	1998	0.56544	3	0	
DQ675522.1	1998	0.56544	3	0	
KC261634.1	2012	0.57568	3	0	
HG316483.1	2010	0.57379	3	0	
HG316484.1	2010	0.57379	3	0	
AY676353.1	2004	0.553	3	0	
DQ675520.1	1998	0.56109	3	0	
AY766104.1	2004	0.56168	3	0	
KJ622193.1	2013	0.57212	3	0	
KJ622194.1	2013	0.57322	3	0	
KJ622198.1	2013	0.57432	3	0	
KJ622197.1	2013	0.57432	3	0	
KJ622195.1	2013	0.57432	3	0	
KJ622199.1	2013	0.57487	3	0	
KJ622196.1	2013	0.57487	3	0	
KJ622192.1	2013	0.57322	3	0	
KJ622191.1	2013	0.57322	3	0	
KF824903.1	2013	0.57207	3	0	
KF824902.1	2013	0.57225	3	0	
KR296744.1	2013	0.57204	3	0	
KR296743.1	2013	0.57219	3	0	
DQ401689.1	2006	0.56987	3	0	
AY496873.2	2002	0.56867	3	0	
AY496877.2	2002	0.56973	3	0	
AY496874.2	2002	0.56873	3	0	
AY496871.2	2002	0.57039	3	0	
DQ401693.1	2006	0.56933	3	0	
DQ401692.1	2006	0.56841	3	0	
DQ401691.1	2006	0.56896	3	0	
KJ737430.1	1983	0.55112	3	0	
AY676352.1	2004	0.55182	3	0	
KU725666.1	2016	0.55337	3	0	
DI401646.1	2014	0.55342	3	0	
DI403035.1	2014	0.55342	3	0	
KU725665.1	2016	0.55392	3	0	
KM190937.1	1964	0.55388	3	0	
JN697379.1	2006	0.54764	3	0	
EF629370.1	2007	0.54939	3	0	
EF629373.1	2007	0.54937	3	0	
AF317645.1	2000	0.5492	3	0	
M93130.1	1990	0.54957	3	0	
KU050695.1	1956	0.54755	3	1	
KP406805.1	2015	0.54838	3	0	
JQ922554.1	1963	0.55371	3	0	
DQ401694.1	2006	0.55757	3	0	
DQ401695.1	2006	0.55757	3	0	
DQ401690.1	2006	0.56729	3	0	
AY496879.2	1997	0.57509	3	0	
AY776329.1	2004	0.56884	3	0	
AY648961.1	2004	0.55776	3	0	
AY744677.1	2004	0.56596	3	0	
AY744681.1	2004	0.56734	3	0	
FJ898456.1	1995	0.57305	3	0	
AY744680.1	2004	0.56652	3	0	
FJ898455.1	1991	0.56699	3	0	
JQ920476.1	1991	0.56789	3	0	
JQ920477.1	1993	0.57001	3	0	
JQ920483.1	1995	0.57144	3	0	
JQ920482.1	1995	0.57189	3	0	
JQ920484.1	1995	0.57236	3	0	
